DayPartKey,RespondentID,CityID,DayPart,VisitFreq,Year,dwh_create_date
1585,115413,2,11 AM - before 2 PM,3,2017,2025-09-19 16:08:15.290000000
1586,115497,5,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1587,115497,5,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1588,115498,5,9 AM - before 11 AM,13,2017,2025-09-19 16:08:15.290000000
1589,115498,5,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1590,115902,5,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1591,115903,5,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1592,115903,5,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1593,115904,5,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1594,115905,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1595,115905,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1596,115919,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1597,115933,3,11 AM - before 2 PM,8,2017,2025-09-19 16:08:15.290000000
1598,115933,3,Before 9 AM,12,2017,2025-09-19 16:08:15.290000000
1599,115942,3,5 PM - before 9 PM,7,2017,2025-09-19 16:08:15.290000000
1600,115942,3,11 AM - before 2 PM,5,2017,2025-09-19 16:08:15.290000000
1601,115947,3,5 PM - before 9 PM,45,2017,2025-09-19 16:08:15.290000000
1602,115947,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1603,115951,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1604,115951,3,11 AM - before 2 PM,3,2017,2025-09-19 16:08:15.290000000
1605,115962,5,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1606,115962,5,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
1607,115962,5,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
1608,115982,5,Before 9 AM,17,2017,2025-09-19 16:08:15.290000000
1609,115982,5,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
1610,115982,5,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
1611,115982,5,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
1612,115984,3,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1613,115986,3,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
1614,115990,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1615,115993,3,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
1616,115999,3,5 PM - before 9 PM,15,2017,2025-09-19 16:08:15.290000000
1617,115999,3,2 PM - before 5 PM,15,2017,2025-09-19 16:08:15.290000000
1618,116000,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1619,116005,3,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1620,116007,3,11 AM - before 2 PM,6,2017,2025-09-19 16:08:15.290000000
1621,116007,3,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
1622,116012,3,9 PM or later,2,2017,2025-09-19 16:08:15.290000000
1623,116013,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1624,116014,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1625,116015,3,9 PM or later,4,2017,2025-09-19 16:08:15.290000000
1626,116016,3,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
1627,116017,3,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1628,116018,3,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
1629,116018,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1630,116019,3,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1631,116020,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1632,116021,3,9 AM - before 11 AM,60,2017,2025-09-19 16:08:15.290000000
1633,116021,3,9 PM or later,60,2017,2025-09-19 16:08:15.290000000
1634,116022,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1635,116023,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1636,116023,3,2 PM - before 5 PM,30,2017,2025-09-19 16:08:15.290000000
1637,116024,3,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
1638,116025,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1639,116026,3,Before 9 AM,25,2017,2025-09-19 16:08:15.290000000
1640,116027,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1641,116028,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1642,116028,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1643,116028,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1644,116029,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1645,116030,3,Before 9 AM,1,2017,2025-09-19 16:08:15.290000000
1646,116030,3,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1647,116031,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1648,116032,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1649,116034,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1650,116035,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1651,116036,3,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
1652,116037,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1653,116037,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1654,116038,3,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
1655,116039,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1656,116039,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1657,116040,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1658,116041,3,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1659,116042,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1660,116042,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1661,116042,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1662,116044,3,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1663,116047,3,9 PM or later,15,2017,2025-09-19 16:08:15.290000000
1664,116047,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1665,116048,3,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
1666,116050,3,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1667,116052,3,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1668,116052,3,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1669,116062,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1670,116062,3,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
1671,116068,3,9 AM - before 11 AM,8,2017,2025-09-19 16:08:15.290000000
1672,116071,3,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1673,116080,3,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1674,116083,3,9 AM - before 11 AM,5,2017,2025-09-19 16:08:15.290000000
1675,116083,3,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1676,116105,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1677,116106,3,5 PM - before 9 PM,15,2017,2025-09-19 16:08:15.290000000
1678,116106,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1679,116107,3,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1680,116108,3,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1681,116180,3,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
1682,116187,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1683,116187,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1684,116187,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1685,116188,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1686,116189,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1687,116189,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1688,116189,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1689,116190,3,5 PM - before 9 PM,15,2017,2025-09-19 16:08:15.290000000
1690,116629,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1691,116629,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1692,116632,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1693,116644,3,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1694,116665,3,11 AM - before 2 PM,10,2017,2025-09-19 16:08:15.290000000
1695,116665,3,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
1696,116676,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1697,116686,3,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
1698,116686,3,5 PM - before 9 PM,7,2017,2025-09-19 16:08:15.290000000
1699,116686,3,2 PM - before 5 PM,7,2017,2025-09-19 16:08:15.290000000
1700,116692,3,5 PM - before 9 PM,20,2017,2025-09-19 16:08:15.290000000
1701,116692,3,11 AM - before 2 PM,20,2017,2025-09-19 16:08:15.290000000
1702,116692,3,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
1703,116710,3,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
1704,116739,3,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
1705,116739,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1706,116739,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1707,116739,3,11 AM - before 2 PM,5,2017,2025-09-19 16:08:15.290000000
1708,116743,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1709,116743,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1710,116764,3,9 PM or later,7,2017,2025-09-19 16:08:15.290000000
1711,116764,3,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
1712,116764,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1713,116791,3,Before 9 AM,60,2017,2025-09-19 16:08:15.290000000
1714,116791,3,2 PM - before 5 PM,30,2017,2025-09-19 16:08:15.290000000
1715,116791,3,5 PM - before 9 PM,20,2017,2025-09-19 16:08:15.290000000
1716,116791,3,9 PM or later,10,2017,2025-09-19 16:08:15.290000000
1717,116827,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1718,116827,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1719,116827,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1720,116829,3,11 AM - before 2 PM,10,2017,2025-09-19 16:08:15.290000000
1721,116829,3,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1722,116903,3,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
1723,116903,3,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
1724,116903,3,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
1725,116908,3,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1726,116946,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1727,116946,3,2 PM - before 5 PM,15,2017,2025-09-19 16:08:15.290000000
1728,116952,3,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1729,117008,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1730,117036,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1731,117036,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1732,117037,3,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1733,117056,3,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1734,117059,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1735,117059,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1736,117062,3,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
1737,117062,3,5 PM - before 9 PM,20,2017,2025-09-19 16:08:15.290000000
1738,117063,3,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1739,117070,3,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1740,117070,3,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1741,117075,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1742,117075,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1743,117139,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1744,117140,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1745,117140,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1746,117154,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1747,117157,3,11 AM - before 2 PM,5,2017,2025-09-19 16:08:15.290000000
1748,117157,3,9 AM - before 11 AM,5,2017,2025-09-19 16:08:15.290000000
1749,117218,3,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
1750,117218,3,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1751,117218,3,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
1752,117219,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1753,117219,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1754,117220,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1755,117239,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1756,117239,3,11 AM - before 2 PM,10,2017,2025-09-19 16:08:15.290000000
1757,117239,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1758,117269,3,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1759,117273,3,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
1760,117350,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1761,117354,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1762,117354,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1763,117354,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1764,117355,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1765,117355,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1766,117357,1,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1767,117357,1,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
1768,117357,1,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
1769,117405,3,Before 9 AM,30,2017,2025-09-19 16:08:15.290000000
1770,117405,3,11 AM - before 2 PM,30,2017,2025-09-19 16:08:15.290000000
1771,117405,3,5 PM - before 9 PM,30,2017,2025-09-19 16:08:15.290000000
1772,117406,3,5 PM - before 9 PM,8,2017,2025-09-19 16:08:15.290000000
1773,117406,3,Before 9 AM,7,2017,2025-09-19 16:08:15.290000000
1774,117427,3,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1775,117473,3,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
1776,117473,3,11 AM - before 2 PM,20,2017,2025-09-19 16:08:15.290000000
1777,117480,2,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1778,117480,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1779,117500,3,5 PM - before 9 PM,15,2017,2025-09-19 16:08:15.290000000
1780,117500,3,Before 9 AM,15,2017,2025-09-19 16:08:15.290000000
1781,117507,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1782,117507,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1783,117507,3,9 PM or later,5,2017,2025-09-19 16:08:15.290000000
1784,117644,3,9 AM - before 11 AM,6,2017,2025-09-19 16:08:15.290000000
1785,117644,3,11 AM - before 2 PM,6,2017,2025-09-19 16:08:15.290000000
1786,117644,3,9 PM or later,7,2017,2025-09-19 16:08:15.290000000
1787,117644,3,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1788,117644,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1789,117647,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1790,117647,1,9 PM or later,4,2017,2025-09-19 16:08:15.290000000
1791,117647,1,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1792,117658,3,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
1793,117658,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1794,117658,3,5 PM - before 9 PM,5,2017,2025-09-19 16:08:15.290000000
1795,117677,3,Before 9 AM,5,2017,2025-09-19 16:08:15.290000000
1796,117677,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1797,117677,3,9 AM - before 11 AM,5,2017,2025-09-19 16:08:15.290000000
1798,117677,3,11 AM - before 2 PM,5,2017,2025-09-19 16:08:15.290000000
1799,117677,3,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
1800,117688,3,5 PM - before 9 PM,7,2017,2025-09-19 16:08:15.290000000
1801,117688,3,Before 9 AM,8,2017,2025-09-19 16:08:15.290000000
1802,117698,3,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
1803,117698,3,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1804,117698,3,11 AM - before 2 PM,6,2017,2025-09-19 16:08:15.290000000
1805,117698,3,2 PM - before 5 PM,6,2017,2025-09-19 16:08:15.290000000
1806,117698,3,9 AM - before 11 AM,6,2017,2025-09-19 16:08:15.290000000
1807,117703,3,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1808,117703,3,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
1809,117706,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1810,117706,2,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1811,117706,2,9 AM - before 11 AM,8,2017,2025-09-19 16:08:15.290000000
1812,117708,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1813,117708,2,5 PM - before 9 PM,3,2017,2025-09-19 16:08:15.290000000
1814,117709,2,9 PM or later,1,2017,2025-09-19 16:08:15.290000000
1815,117709,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1816,117710,2,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
1817,117710,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
1818,117711,2,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1819,117711,2,Before 9 AM,1,2017,2025-09-19 16:08:15.290000000
1820,117712,2,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1821,117713,2,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
1822,117713,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
1823,117732,3,11 AM - before 2 PM,3,2017,2025-09-19 16:08:15.290000000
1824,117732,3,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1825,117732,3,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1826,117732,3,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
1827,117732,3,9 AM - before 11 AM,5,2017,2025-09-19 16:08:15.290000000
1828,117772,3,11 AM - before 2 PM,10,2017,2025-09-19 16:08:15.290000000
1829,117772,3,5 PM - before 9 PM,10,2017,2025-09-19 16:08:15.290000000
1830,117796,2,11 AM - before 2 PM,4,2017,2025-09-19 16:08:15.290000000
1831,117796,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1832,117798,2,11 AM - before 2 PM,2,2017,2025-09-19 16:08:15.290000000
1833,117799,2,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
1834,117799,2,Before 9 AM,1,2017,2025-09-19 16:08:15.290000000
1835,117897,3,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1836,117918,3,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1837,117921,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1838,117921,2,11 AM - before 2 PM,12,2017,2025-09-19 16:08:15.290000000
1839,117922,2,Before 9 AM,20,2017,2025-09-19 16:08:15.290000000
1840,117922,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1841,117976,2,2 PM - before 5 PM,30,2017,2025-09-19 16:08:15.290000000
1842,118021,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1843,118021,1,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
1844,118021,1,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1845,118022,1,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1846,118022,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1847,118023,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1848,118024,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1849,118025,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1850,118026,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1851,118027,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1852,118028,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1853,118200,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1854,118200,1,9 PM or later,2,2017,2025-09-19 16:08:15.290000000
1855,118214,4,5 PM - before 9 PM,20,2017,2025-09-19 16:08:15.290000000
1856,118214,4,9 PM or later,10,2017,2025-09-19 16:08:15.290000000
1857,118215,4,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1858,118215,4,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1859,118216,4,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1860,118217,4,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1861,118238,4,9 AM - before 11 AM,30,2017,2025-09-19 16:08:15.290000000
1862,118239,4,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1863,118240,4,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1864,118244,4,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1865,118245,4,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1866,118245,4,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1867,118246,4,9 AM - before 11 AM,2,2017,2025-09-19 16:08:15.290000000
1868,118247,4,9 AM - before 11 AM,3,2017,2025-09-19 16:08:15.290000000
1869,118263,1,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1870,118264,2,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1871,118264,2,11 AM - before 2 PM,1,2017,2025-09-19 16:08:15.290000000
1872,118264,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
1873,118264,2,Before 9 AM,1,2017,2025-09-19 16:08:15.290000000
1874,118265,2,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1875,118265,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
1876,118266,2,Before 9 AM,6,2017,2025-09-19 16:08:15.290000000
1877,118266,2,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1878,118266,2,9 AM - before 11 AM,6,2017,2025-09-19 16:08:15.290000000
1879,118266,2,2 PM - before 5 PM,6,2017,2025-09-19 16:08:15.290000000
1880,118266,2,11 AM - before 2 PM,6,2017,2025-09-19 16:08:15.290000000
1881,118267,2,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1882,118267,2,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
1883,118268,2,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1884,118268,2,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1885,118269,2,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1886,118270,2,9 PM or later,14,2017,2025-09-19 16:08:15.290000000
1887,118270,2,5 PM - before 9 PM,16,2017,2025-09-19 16:08:15.290000000
1888,118271,2,2 PM - before 5 PM,1,2017,2025-09-19 16:08:15.290000000
1889,118271,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1890,118272,4,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1891,118273,4,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
1892,118274,4,2 PM - before 5 PM,8,2017,2025-09-19 16:08:15.290000000
1893,118277,4,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1894,118277,4,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1895,118278,4,2 PM - before 5 PM,3,2017,2025-09-19 16:08:15.290000000
1896,118278,4,9 AM - before 11 AM,7,2017,2025-09-19 16:08:15.290000000
1897,118278,4,11 AM - before 2 PM,20,2017,2025-09-19 16:08:15.290000000
1898,118279,4,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1899,118280,4,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1900,118280,4,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1901,118281,4,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1902,118282,4,2 PM - before 5 PM,4,2017,2025-09-19 16:08:15.290000000
1903,118282,4,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1904,118283,4,9 AM - before 11 AM,4,2017,2025-09-19 16:08:15.290000000
1905,118283,4,Before 9 AM,4,2017,2025-09-19 16:08:15.290000000
1906,118296,2,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1907,118296,2,5 PM - before 9 PM,1,2017,2025-09-19 16:08:15.290000000
1908,118298,2,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1909,118298,2,5 PM - before 9 PM,20,2017,2025-09-19 16:08:15.290000000
1910,118299,4,5 PM - before 9 PM,7,2017,2025-09-19 16:08:15.290000000
1911,118341,4,5 PM - before 9 PM,20,2017,2025-09-19 16:08:15.290000000
1912,118343,4,2 PM - before 5 PM,7,2017,2025-09-19 16:08:15.290000000
1913,118343,4,9 AM - before 11 AM,1,2017,2025-09-19 16:08:15.290000000
1914,118344,4,5 PM - before 9 PM,6,2017,2025-09-19 16:08:15.290000000
1915,118393,4,9 PM or later,1,2017,2025-09-19 16:08:15.290000000
1916,118393,4,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1917,118394,1,5 PM - before 9 PM,4,2017,2025-09-19 16:08:15.290000000
1918,118395,1,Before 9 AM,2,2017,2025-09-19 16:08:15.290000000
1919,118395,1,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
1920,118396,1,Before 9 AM,3,2017,2025-09-19 16:08:15.290000000
1921,118396,1,2 PM - before 5 PM,5,2017,2025-09-19 16:08:15.290000000
1922,118396,1,5 PM - before 9 PM,7,2017,2025-09-19 16:08:15.290000000
1923,118396,1,9 AM - before 11 AM,5,2017,2025-09-19 16:08:15.290000000
1924,118397,1,5 PM - before 9 PM,2,2017,2025-09-19 16:08:15.290000000
1925,118398,1,5 PM - before 9 PM,12,2017,2025-09-19 16:08:15.290000000
1926,118398,1,2 PM - before 5 PM,8,2017,2025-09-19 16:08:15.290000000
1927,118398,1,Before 9 AM,10,2017,2025-09-19 16:08:15.290000000
1928,118400,1,2 PM - before 5 PM,2,2017,2025-09-19 16:08:15.290000000
