RespondentKey,RespondentID,CityID,GroupSize,Age,Gender,TopOfMind,BrandUseMostOften,BrandUseMostOften_Previous,MostFavourite,AgeGroup,MPI,Occupation,OccupationGroup,Year,MPI_Mean_Use,,,,,,,
3029,138592,5,2,48,Female,Street Coffee,Street Coffee,Street Coffee,Street Coffee,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3030,138593,5,2,30,Female,Independent Cafe,Independent Cafe,Independent Cafe,Independent Cafe,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3031,138594,5,2,21,Male,Independent Cafe,Independent Cafe,Independent Cafe,Independent Cafe,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3032,138595,2,3,58,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Freelance,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3033,138596,2,5,28,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3034,138597,2,4,38,Female,Independent Cafe,Street Coffee,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3035,138598,2,4,38,Female,Independent Cafe,Independent Cafe,Street Coffee,Trung Nguyên,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3036,138599,2,6,26,Male,Independent Cafe,Independent Cafe,Street Coffee,Trung Nguyên,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3037,138600,2,4,27,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3038,138601,2,7,27,Male,Independent Cafe,Independent Cafe,Street Coffee,Highlands Coffee,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3039,138602,2,5,36,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3040,138603,2,6,30,Male,Trung Nguyên,Independent Cafe,Street Coffee,Trung Nguyên,30 - 34 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3041,138604,1,3,34,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Lecturer / Teacher,White Collar,2017,N/A,,,,,,,
3042,138605,1,3,43,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3043,138606,1,2,32,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3044,138607,1,2,47,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3045,138608,1,2,43,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3046,138609,1,2,38,Male,Maxx Coffee,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3047,138610,1,2,36,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3048,138611,1,2,38,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3049,138612,1,4,23,Female,Trung Nguyên,Milano,Don't have any brands,Milano,20 - 24 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
3050,138613,1,2,51,Female,Trung Nguyên,Street Coffee,Don't have any brands,Maxx Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3051,138614,1,3,40,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3052,138615,1,3,33,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
3053,138616,1,2,30,Female,Independent Cafe,Independent Cafe,Don't have any brands,Milano,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3054,138617,1,2,36,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3055,138618,1,2,35,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3056,138619,1,2,33,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3057,138621,1,3,45,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3058,138624,1,3,26,Female,Highlands Coffee,Street Coffee,Don't have any brands,Street Coffee,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3059,138625,1,2,35,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3060,138626,1,3,36,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3061,138627,1,4,34,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3062,138628,1,3,26,Female,Highlands Coffee,Independent Cafe,Don't have any brands,Independent Cafe,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3063,138631,1,2,32,Female,Urban Station,Urban Station,Highlands Coffee,Urban Station,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3064,138632,1,2,34,Female,Trung Nguyên,Highlands Coffee,Urban Station,Highlands Coffee,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3065,138633,1,2,31,Male,Highlands Coffee,Highlands Coffee,Urban Station,Highlands Coffee,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3066,138635,1,2,48,Male,Highlands Coffee,Highlands Coffee,Trung Nguyên,Highlands Coffee,45+ ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
3067,138636,1,3,51,Male,Highlands Coffee,Highlands Coffee,Trung Nguyên,Highlands Coffee,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3068,138637,1,4,57,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3069,138638,1,4,49,Female,Highlands Coffee,Street Coffee,Don't have any brands,Highlands Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3070,138639,1,3,50,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3071,138640,1,4,31,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Officer - Middle Management,White Collar,2017,N/A,,,,,,,
3072,138642,4,4,37,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3073,138646,5,2,39,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3074,138647,5,4,33,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3075,138651,2,5,29,Male,Independent Cafe,Independent Cafe,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3076,138652,2,2,54,Female,Trung Nguyên,Street Coffee,Trung Nguyên,Trung Nguyên,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3077,138653,2,2,29,Male,Milano,Milano,Don't have any brands,Milano,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3078,138654,2,4,29,Male,Trung Nguyên,Street Coffee,Don't have any brands,Trung Nguyên,25 - 29 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3079,138655,2,1,17,Male,Trung Nguyên,Street Coffee,Don't have any brands,Phúc Long,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3080,138656,2,4,32,Male,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3081,138657,2,3,40,Male,Independent Cafe,Independent Cafe,Street Coffee,Trung Nguyên,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3082,138658,2,3,58,Male,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3083,138660,2,4,48,Male,Trung Nguyên,Street Coffee,Don't have any brands,Independent Cafe,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3084,138662,1,4,20,Male,Highlands Coffee,Independent Cafe,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3085,138663,1,2,52,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Trung Nguyên,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3086,138664,1,4,37,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
3087,138665,1,2,40,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3088,138666,1,3,41,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3089,138667,1,2,23,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,20 - 24 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3090,138668,1,3,52,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3091,138669,1,2,41,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3092,138676,1,3,43,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3093,138677,1,2,17,Male,Maxx Coffee,Trung Nguyên,Don't have any brands,Trung Nguyên,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3094,138689,1,2,35,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3095,138690,1,2,31,Male,Milano,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3096,138691,1,2,30,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3097,138692,1,2,34,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Lecturer / Teacher,White Collar,2017,N/A,,,,,,,
3098,138693,1,2,25,Male,Trung Nguyên,Highlands Coffee,Don't have any brands,Trung Nguyên,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3099,138694,1,2,33,Male,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3100,138698,2,2,52,Male,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3101,138699,2,1,39,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3102,138702,1,3,24,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3103,138703,1,4,27,Male,Highlands Coffee,Highlands Coffee,C?ng Cà Phê,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3104,138705,1,4,25,Female,Urban Station,Urban Station,Don't have any brands,Urban Station,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3105,138706,1,3,44,Male,Trung Nguyên,Trung Nguyên,Don't have any brands,Trung Nguyên,40 - 44 ,N/A,Freelance,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3106,138707,1,3,35,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3107,138708,4,6,24,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,20 - 24 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3108,138713,1,3,22,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3109,138714,1,3,42,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3110,138715,1,2,44,Female,Trung Nguyên,Street Coffee,Don't have any brands,Street Coffee,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3111,138716,2,3,26,Male,Highlands Coffee,Highlands Coffee,Independent Cafe,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3112,138717,1,3,38,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3113,138718,1,2,33,Female,Independent Cafe,Independent Cafe,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3114,138719,1,4,26,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3115,138720,1,4,40,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3116,138721,1,4,27,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3117,138724,5,2,60,Male,Independent Cafe,Street Coffee,Don't have any brands,Independent Cafe,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3118,138725,5,3,38,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3119,138726,5,2,35,Female,Highlands Coffee,Street Coffee,Don't have any brands,Highlands Coffee,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3120,138727,5,2,23,Female,Independent Cafe,Street Coffee,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3121,138728,5,2,47,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3122,138729,1,4,41,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3123,138730,1,3,37,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,35 - 39 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
3124,138733,2,2,26,Female,Highlands Coffee,Effoc,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3125,138734,2,2,37,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3126,138735,2,3,24,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3127,138740,2,2,49,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3128,138741,2,3,26,Female,Highlands Coffee,Phúc Long,Don't have any brands,Phúc Long,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3129,138742,2,2,46,Female,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3130,138743,2,3,31,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3131,138744,2,2,31,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3132,138745,2,4,29,Female,Independent Cafe,Phúc Long,Don't have any brands,Phúc Long,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3133,138746,2,2,51,Male,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3134,138747,2,2,50,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Freelance,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3135,138748,2,4,19,Female,Highlands Coffee,The Coffee House,Don't have any brands,The Coffee House,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
3136,138750,1,5,31,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3137,138751,1,4,28,Female,Highlands Coffee,Highlands Coffee,Independent Cafe,Highlands Coffee,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3138,138752,1,5,32,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3139,138753,1,4,45,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3140,138754,1,3,44,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,40 - 44 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3141,138755,1,4,41,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3142,138756,1,4,53,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3143,138757,1,3,26,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3144,138758,2,4,37,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3145,138759,2,5,34,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3146,138760,2,4,51,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3147,138761,2,5,42,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3148,138762,2,4,46,Male,Street Coffee,Street Coffee,Don't have any brands,Other,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3149,138763,2,4,31,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3150,138764,2,2,42,Female,Highlands Coffee,The Coffee House,Don't have any brands,Phúc Long,40 - 44 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
3151,138767,1,6,41,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3152,138768,1,5,47,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3153,138769,1,4,27,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3154,138770,1,6,33,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3155,138771,1,3,56,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3156,138772,1,5,22,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,20 - 24 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3157,138773,1,4,50,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
3158,138775,2,3,36,Male,Other,Other,Street Coffee,Other,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3159,138796,5,5,45,Female,Independent Cafe,Independent Cafe,Independent Cafe,Independent Cafe,45+ ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3160,138797,5,2,28,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,25 - 29 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3161,138798,5,2,31,Female,Highlands Coffee,Independent Cafe,Independent Cafe,Independent Cafe,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3162,138799,5,4,34,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3163,138800,5,4,43,Female,Independent Cafe,Independent Cafe,Independent Cafe,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3164,138804,4,4,28,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Lecturer / Teacher,White Collar,2017,N/A,,,,,,,
3165,138813,1,4,43,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3166,138814,1,5,27,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3167,138815,3,3,24,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
3168,138825,1,4,35,Female,Independent Cafe,Independent Cafe,Urban Station,Urban Station,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3169,138826,1,5,57,Female,Independent Cafe,Independent Cafe,Don't have any brands,Trung Nguyên,45+ ,N/A,Retirement,None Working,2017,N/A,,,,,,,
3170,138827,1,5,24,Male,Coffee Bean & Tea Leaf,Coffee Bean & Tea Leaf,Independent Cafe,Coffee Bean & Tea Leaf,20 - 24 ,N/A,Refuse,Refuse,2017,N/A,,,,,,,
3171,138828,1,3,33,Male,Independent Cafe,Trung Nguyên,Don't have any brands,Trung Nguyên,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3172,138829,5,4,41,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3173,138830,5,4,41,Female,Highlands Coffee,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3174,138831,5,4,46,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2017,N/A,,,,,,,
3175,138838,1,2,43,Male,Trung Nguyên,Highlands Coffee,Trung Nguyên,Highlands Coffee,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3176,138840,1,2,22,Female,Highlands Coffee,Highlands Coffee,Urban Station,Highlands Coffee,20 - 24 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3177,138841,1,2,29,Male,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
3178,138842,1,2,50,Male,Trung Nguyên,Highlands Coffee,Trung Nguyên,Highlands Coffee,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
3179,138843,1,2,57,Male,Highlands Coffee,Highlands Coffee,Trung Nguyên,Highlands Coffee,45+ ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
3180,138845,1,2,42,Male,Independent Cafe,Independent Cafe,Don't have any brands,Highlands Coffee,40 - 44 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
